"Local","species","country","locality","Estado","decimalLongitude","decimalLatitude","species.in.base","taxonomicStatus","species_id","collectionCode","catalogNumber","recordNumber","recordedBy","year","stateProvince","county","municipality","family","identifiedBy","dateIdentified","typeStatus","scientificName","scientificNameAuthorship","institutionCode"
"AtlAR001","Araucaria angustifolia","Argentina","Parque Cruce Caballero, bosque de araucária","Misiones",-53.985,-26.5192,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Misiones",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlAR016","Araucaria angustifolia","Argentina","Bernardo de Irigoyen, bosque semi-decíduo","Misiones",-53.95,-26.2078,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Misiones",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG071","Araucaria angustifolia","Brasil","Pico do Itacolomi, nanofloresta nebular","Minas Gerais",-43.4725,-20.4325,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG072","Araucaria angustifolia","Brasil","Alto Caparaó, Macieira, nanofloresta nebular","Minas Gerais",-41.8328,-20.4797,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG170","Araucaria angustifolia","Brasil","Bocaina de Minas, floresta nebular","Minas Gerais",-44.54,-22.2167,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG171","Araucaria angustifolia","Brasil","Wenceslau Brás, floresta nebular","Minas Gerais",-45.3575,-22.5439,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG172","Araucaria angustifolia","Brasil","Ibitipoca, Mata Grande, floresta nebular","Minas Gerais",-43.8853,-21.7081,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG173","Araucaria angustifolia","Brasil","Poços de Caldas, floresta nebular","Minas Gerais",-46.5564,-21.7725,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG174","Araucaria angustifolia","Brasil","Serra Negra, Ninho da Égua, floresta nebular","Minas Gerais",-43.89,-21.9689,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG175","Araucaria angustifolia","Brasil","Aiuruoca, Vale do Matutu, floresta nebular","Minas Gerais",-44.655,-22.0847,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG177","Araucaria angustifolia","Brasil","Itamonte, floresta nebular baixo-montana","Minas Gerais",-44.8197,-22.3608,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG179","Araucaria angustifolia","Brasil","Gonçalves, floresta nebular","Minas Gerais",-45.9008,-22.7469,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG180","Araucaria angustifolia","Brasil","Extrema, floresta nebular","Minas Gerais",-46.3483,-22.8958,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG186","Araucaria angustifolia","Brasil","Caldas, Pedra Branca, nanofloresta rupícola","Minas Gerais",-46.3697,-21.9789,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG191","Araucaria angustifolia","Brasil","Camanducaia, floresta nebular de araucária","Minas Gerais",-46.1003,-22.7508,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG192","Araucaria angustifolia","Brasil","Serra do Papagaio, oeste, floresta nebular de araucária","Minas Gerais",-44.7722,-22.1272,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG193","Araucaria angustifolia","Brasil","Serra do Papagaio, leste, floresta nebular de araucária","Minas Gerais",-44.7111,-22.1467,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG194","Araucaria angustifolia","Brasil","Campo Redondo, floresta nebular de araucária","Minas Gerais",-44.7078,-22.2664,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG195","Araucaria angustifolia","Brasil","Passa Quatro, floresta nebular de araucária","Minas Gerais",-45.0556,-22.4147,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG196","Araucaria angustifolia","Brasil","Itajubá, Pedra Amarela, floresta nebular de araucária","Minas Gerais",-45.3742,-22.4456,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG197","Araucaria angustifolia","Brasil","Paraisópolis, floresta nebular de araucária","Minas Gerais",-45.8186,-22.5819,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG198","Araucaria angustifolia","Brasil","Monte Verde, floresta nebular de araucária","Minas Gerais",-46.0803,-22.8711,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG243","Araucaria angustifolia","Brasil","Monte Belo, floresta semidecídua","Minas Gerais",-46.2803,-21.3708,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG254","Araucaria angustifolia","Brasil","Entre Rios de Minas, floresta semidecídua","Minas Gerais",-44.1794,-20.6675,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG260","Araucaria angustifolia","Brasil","Itamogi, floresta semidecídua","Minas Gerais",-46.975,-21.1125,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG261","Araucaria angustifolia","Brasil","Barbacena, floresta semidecídua","Minas Gerais",-43.7031,-21.1906,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG263","Araucaria angustifolia","Brasil","Lavras, Poço Bonito, floresta semidecídua","Minas Gerais",-44.9858,-21.3314,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG264","Araucaria angustifolia","Brasil","Piedade do Rio Grande, floresta semidecídua","Minas Gerais",-44.1006,-21.4878,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG266","Araucaria angustifolia","Brasil","São Pedro de Caldas, floresta semidecídua","Minas Gerais",-46.2494,-21.8017,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG268","Araucaria angustifolia","Brasil","Lambari, Nova Baden, floresta semidecídua","Minas Gerais",-45.3231,-21.9336,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG271","Araucaria angustifolia","Brasil","Caxambu, floresta semidecídua","Minas Gerais",-44.9347,-22.0497,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG272","Araucaria angustifolia","Brasil","Santa Rita de Caldas, floresta semidecídua","Minas Gerais",-46.3478,-22.0806,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlMG276","Araucaria angustifolia","Brasil","Serra de São José, nanofloresta rupícola","Minas Gerais",-44.1428,-21.0667,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR034","Araucaria angustifolia","Brasil","Serra da Baitaca, nanofloresta rupícola","Paraná",-48.9997,-25.3856,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR036","Araucaria angustifolia","Brasil","Campina Grande do Sul, floresta pluvial de araucária","Paraná",-49.0308,-25.2986,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR037","Araucaria angustifolia","Brasil","Piraí do Sul, floresta nebular de araucária","Paraná",-49.855,-24.5178,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR038","Araucaria angustifolia","Brasil","Doutor Ulysses, floresta nebular de araucária","Paraná",-49.4261,-24.5339,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR039","Araucaria angustifolia","Brasil","Castro, floresta nebular de araucária","Paraná",-49.8794,-24.8017,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR040","Araucaria angustifolia","Brasil","Rio Branco do Sul, floresta nebular de araucária","Paraná",-49.3292,-25.1814,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR041","Araucaria angustifolia","Brasil","Bocaiúva do Sul, floresta nebular de araucária","Paraná",-49.1283,-25.1828,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR042","Araucaria angustifolia","Brasil","Colombo, floresta nebular de araucária","Paraná",-49.2636,-25.2631,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR043","Araucaria angustifolia","Brasil","Curitiba, floresta nebular de araucária","Paraná",-49.3053,-25.4175,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR044","Araucaria angustifolia","Brasil","Piraquara, floresta nebular de araucária","Paraná",-49.0481,-25.4686,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR045","Araucaria angustifolia","Brasil","Araucária, floresta nebular de araucária","Paraná",-49.3736,-25.5836,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR046","Araucaria angustifolia","Brasil","São José dos Pinhais, floresta nebular de araucária","Paraná",-49.2128,-25.6044,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR047","Araucaria angustifolia","Brasil","Contenda, floresta nebular de araucária","Paraná",-49.4622,-25.7019,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR048","Araucaria angustifolia","Brasil","Tijucas do Sul, floresta nebular de araucária","Paraná",-49.2022,-25.9314,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR049","Araucaria angustifolia","Brasil","Pién, floresta nebular de araucária","Paraná",-49.4911,-26.0619,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR050","Araucaria angustifolia","Brasil","Wenceslau Braz, floresta estacional de araucária","Paraná",-49.8019,-23.9036,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR051","Araucaria angustifolia","Brasil","Faxinal, floresta estacional de araucária","Paraná",-51.3353,-24.0181,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR052","Araucaria angustifolia","Brasil","Jaguariaíva, floresta estacional de araucária","Paraná",-49.7186,-24.1111,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR053","Araucaria angustifolia","Brasil","Ortigueira, floresta estacional de araucária","Paraná",-50.9792,-24.1683,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR054","Araucaria angustifolia","Brasil","Arapoti, floresta estacional de araucária","Paraná",-49.9111,-24.1861,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR055","Araucaria angustifolia","Brasil","Campo Mourão, floresta estacional de araucária","Paraná",-52.3503,-24.1953,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR056","Araucaria angustifolia","Brasil","Goioerê, floresta estacional de araucária","Paraná",-52.9189,-24.2106,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR057","Araucaria angustifolia","Brasil","Sengés, floresta estacional de araucária","Paraná",-49.4867,-24.2508,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR058","Araucaria angustifolia","Brasil","Imbaú, floresta estacional de araucária","Paraná",-50.7064,-24.3944,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR059","Araucaria angustifolia","Brasil","Cândido de Abreu, floresta estacional de araucária","Paraná",-51.0883,-24.4736,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR060","Araucaria angustifolia","Brasil","Tibagi, floresta estacional de araucária","Paraná",-50.4067,-24.4781,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR061","Araucaria angustifolia","Brasil","Ubiratã, floresta estacional de araucária","Paraná",-52.8475,-24.5433,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR062","Araucaria angustifolia","Brasil","Roncador, floresta estacional de araucária","Paraná",-52.1936,-24.5622,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR063","Araucaria angustifolia","Brasil","Ivaí, floresta estacional de araucária","Paraná",-50.9825,-24.8331,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR064","Araucaria angustifolia","Brasil","Campo Bonito, floresta estacional de araucária","Paraná",-52.9972,-24.9869,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR065","Araucaria angustifolia","Brasil","Ipiranga, floresta estacional de araucária","Paraná",-50.6475,-24.9947,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR066","Araucaria angustifolia","Brasil","Cascavel, floresta estacional de araucária","Paraná",-53.6625,-25.0919,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR067","Araucaria angustifolia","Brasil","Ponta Grossa, floresta estacional de araucária","Paraná",-50.0325,-25.2206,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR068","Araucaria angustifolia","Brasil","Três Córregos, floresta estacional de araucária","Paraná",-49.6369,-25.2344,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR069","Araucaria angustifolia","Brasil","Teixeira Soares, floresta estacional de araucária","Paraná",-50.3444,-25.3011,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR070","Araucaria angustifolia","Brasil","Reserva das Antas, floresta estacional de araucária","Paraná",-52.7278,-25.4514,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR071","Araucaria angustifolia","Brasil","Pinhão, floresta estacional de araucária","Paraná",-51.7517,-25.5969,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR072","Araucaria angustifolia","Brasil","São João do Triunfo, floresta estacional de araucária","Paraná",-50.2614,-25.6614,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR073","Araucaria angustifolia","Brasil","Rebouças, floresta estacional de araucária","Paraná",-50.5561,-25.6678,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR074","Araucaria angustifolia","Brasil","Dois Vizinhos, floresta estacional de araucária","Paraná",-53.0661,-25.7786,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR075","Araucaria angustifolia","Brasil","Lapa, floresta estacional de araucária","Paraná",-49.715,-25.8158,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR076","Araucaria angustifolia","Brasil","São Mateus do Sul, floresta estacional de araucária","Paraná",-50.3256,-25.8542,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR077","Araucaria angustifolia","Brasil","Santa Izabel do Oeste, floresta estacional de araucária","Paraná",-53.3425,-25.8789,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR078","Araucaria angustifolia","Brasil","Quitandinha, floresta estacional de araucária","Paraná",-49.5033,-25.8911,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
"AtlPR079","Araucaria angustifolia","Brasil","Coronel Vivida, floresta estacional de araucária","Paraná",-52.5197,-25.9892,"Araucaria angustifolia","NOME_ACEITO","Araucaria angustifolia","NT",NA,NA,"NT",2018,"Paraná",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia",NA,"NeotropicTree"
